symbol,timestamp,open,high,low,close,volume,trade_count,vwap,date,sentiment
MSFT,2025-01-31 05:00:00+00:00,418.98,420.69,414.91,415.06,34223388.0,567270.0,416.816664,2025-01-31,0.0
MSFT,2025-02-03 05:00:00+00:00,411.6,415.41,408.66,410.92,25649334.0,504926.0,411.959933,2025-02-03,0.5
MSFT,2025-02-04 05:00:00+00:00,412.685,413.9199,409.74,412.37,20384293.0,351281.0,412.065524,2025-02-04,0.3
MSFT,2025-02-05 05:00:00+00:00,412.35,413.827,410.4,413.29,16336188.0,311862.0,412.588349,2025-02-05,0.0
MSFT,2025-02-06 05:00:00+00:00,414.0,418.2,414.0,415.82,16309755.0,289458.0,416.070423,2025-02-06,0.5
MSFT,2025-02-07 05:00:00+00:00,416.48,418.65,408.1,409.75,22761117.0,433674.0,411.341005,2025-02-07,-0.5
MSFT,2025-02-10 05:00:00+00:00,413.71,415.4624,410.92,412.22,20806118.0,291113.0,412.726992,2025-02-10,0.2
MSFT,2025-02-11 05:00:00+00:00,409.64,412.49,409.3,411.44,18140592.0,242310.0,411.022177,2025-02-11,0.0
MSFT,2025-02-12 05:00:00+00:00,407.21,410.75,404.3673,409.04,19121734.0,328185.0,408.61024,2025-02-12,0.0
MSFT,2025-02-13 05:00:00+00:00,407.0,411.0,406.36,410.54,23891731.0,327103.0,409.515879,2025-02-13,0.2
MSFT,2025-02-14 05:00:00+00:00,407.79,408.91,405.88,408.43,22758464.0,366188.0,407.661534,2025-02-14,0.0
MSFT,2025-02-18 05:00:00+00:00,408.0,410.597,406.5,409.64,21423051.0,342340.0,408.941262,2025-02-18,0.7
MSFT,2025-02-19 05:00:00+00:00,407.88,415.49,407.65,414.77,24099715.0,372341.0,412.1806,2025-02-19,1.0
MSFT,2025-02-20 05:00:00+00:00,415.29,419.31,412.54,416.13,23508728.0,395746.0,416.341104,2025-02-20,0.5
MSFT,2025-02-21 05:00:00+00:00,417.335,418.048,407.89,408.21,27524799.0,385141.0,411.452065,2025-02-21,0.5
MSFT,2025-02-24 05:00:00+00:00,408.51,409.37,399.32,404.0,26443656.0,514485.0,403.287406,2025-02-24,-0.5
MSFT,2025-02-25 05:00:00+00:00,401.1,401.915,396.7,397.9,29387402.0,492990.0,398.925734,2025-02-25,-0.5
MSFT,2025-02-26 05:00:00+00:00,398.01,403.6,394.245,399.73,19618954.0,327110.0,399.965181,2025-02-26,0.6
MSFT,2025-02-27 05:00:00+00:00,401.265,405.74,392.17,392.53,21127406.0,377155.0,396.025086,2025-02-27,0.5
MSFT,2025-02-28 05:00:00+00:00,392.655,397.63,386.57,396.99,32845658.0,432229.0,394.275545,2025-02-28,-0.5
MSFT,2025-03-03 05:00:00+00:00,398.82,398.82,386.155,388.49,23007726.0,451463.0,391.595881,2025-03-03,0.5
MSFT,2025-03-04 05:00:00+00:00,383.4,392.58,381.0,388.61,29342923.0,553952.0,386.750091,2025-03-04,0.5
MSFT,2025-03-05 05:00:00+00:00,389.34,401.67,388.81,401.02,23433132.0,404519.0,397.072391,2025-03-05,0.2
MSFT,2025-03-06 05:00:00+00:00,394.28,402.15,392.6777,396.89,23304625.0,393757.0,397.222021,2025-03-06,0.7
MSFT,2025-03-07 05:00:00+00:00,392.32,394.8,385.54,393.31,22034087.0,407965.0,391.454478,2025-03-07,0.5
MSFT,2025-03-10 04:00:00+00:00,385.84,386.4,377.22,380.16,32840134.0,703151.0,380.985471,2025-03-10,-0.5
MSFT,2025-03-11 04:00:00+00:00,379.0,386.0,376.91,380.45,30380177.0,470076.0,381.430635,2025-03-11,0.5
MSFT,2025-03-12 04:00:00+00:00,382.95,385.2165,378.9507,383.27,24253567.0,418282.0,382.583616,2025-03-12,0.1
MSFT,2025-03-13 04:00:00+00:00,383.155,385.32,377.45,378.77,20473017.0,369783.0,380.007894,2025-03-13,0.2
MSFT,2025-03-14 04:00:00+00:00,379.775,390.23,379.51,388.56,19952846.0,335261.0,386.591958,2025-03-14,0.2
MSFT,2025-03-17 04:00:00+00:00,386.7,392.705,385.57,388.7,22474272.0,330043.0,388.945336,2025-03-17,0.0
MSFT,2025-03-18 04:00:00+00:00,387.07,387.37,381.1,383.52,19486850.0,319254.0,383.434844,2025-03-18,0.0
MSFT,2025-03-19 04:00:00+00:00,385.525,389.68,384.0,387.82,19185532.0,259928.0,387.27895,2025-03-19,0.5
MSFT,2025-03-20 04:00:00+00:00,385.735,391.785,383.28,386.84,18470542.0,277903.0,387.122324,2025-03-20,0.0
MSFT,2025-03-21 04:00:00+00:00,383.215,391.74,382.8,391.26,39675928.0,312808.0,388.048161,2025-03-21,0.7
MSFT,2025-03-24 04:00:00+00:00,395.4,395.4,389.81,393.08,21004548.0,339161.0,392.764714,2025-03-24,0.5
MSFT,2025-03-25 04:00:00+00:00,393.915,396.36,392.64,395.16,15774968.0,262247.0,394.795162,2025-03-25,0.5
MSFT,2025-03-26 04:00:00+00:00,395.0,395.31,388.57,389.97,16135148.0,283681.0,391.278849,2025-03-26,0.5
